1900,,5,,,5
-2644,,-1,,,-1
5244,,-6,,,-6
721,,1,,,1
1167,,-1,,,-1
-5710,,5,,,5
2875,,-7,,,-7
-1352,,-11,,,-11
2138,,-1,,,-1
2189,,-2,,,-2
-57,,1,,,1
-2197,,1,,,1
-3123,,-3,,,-3
2392,,4,,,4
-2018,,-3,,,-3
4731,,4,,,4
-1707,,1,,,1
132,,-2,,,-2
4134,,0,,,0
3613,,1,,,1
-1045,,1,,,1
-368,,-1,,,-1
2557,,-1,,,-1
-693,,6,,,6
4668,,-4,,,-4
-3909,,1,,,1
3226,,1,,,1
3690,,2,,,2
1547,,-4,,,-4
1392,,5,,,5
622,,-5,,,-5
-3037,,-3,,,-3
-2774,,-6,,,-6
-3482,,5,,,5
-6046,,6,,,6
-1415,,9,,,9
-5389,,-4,,,-4
3564,,-4,,,-4
3404,,-2,,,-2
1709,,1,,,1
-780,,-5,,,-5
4819,,-2,,,-2
-2474,,-6,,,-6
1875,,-3,,,-3
-2671,,-2,,,-2
5054,,0,,,0
-2108,,1,,,1
3394,,3,,,3
-28,,-3,,,-3
-4670,,-2,,,-2
2255,,-2,,,-2
-714,,0,,,0
-746,,5,,,5
-4143,,2,,,2
-4088,,-2,,,-2
39,,5,,,5
-5816,,-5,,,-5
-2426,,-3,,,-3
-5635,,-6,,,-6
3763,,3,,,3
-3150,,-5,,,-5
928,,3,,,3
6058,,-7,,,-7
-3327,,0,,,0
2226,,-6,,,-6
-2509,,2,,,2
-261,,0,,,0
-4897,,-3,,,-3
-1256,,0,,,0
-1079,,-1,,,-1
-2095,,5,,,5
-5240,,3,,,3
2819,,1,,,1
-4770,,6,,,6
-1936,,3,,,3
5336,,7,,,7
272,,1,,,1
5346,,1,,,1
5302,,-2,,,-2
3680,,7,,,7
-1186,,0,,,0
-139,,1,,,1
-2650,,1,,,1
-1063,,1,,,1
1726,,0,,,0
998,,7,,,7
-893,,-3,,,-3
2979,,3,,,3
-4606,,8,,,8
-721,,4,,,4
3007,,-7,,,-7
5636,,4,,,4
-3453,,-1,,,-1
4226,,-9,,,-9
-5354,,2,,,2
5697,,3,,,3
148,,-2,,,-2
-2543,,1,,,1
438,,3,,,3
-5896,,2,,,2
42,,3,,,3
5997,,-1,,,-1
3801,,5,,,5
4353,,-1,,,-1
2117,,0,,,0
1642,,-3,,,-3
-1393,,1,,,1
-2398,,4,,,4
-3307,,4,,,4
529,,-2,,,-2
3869,,-2,,,-2
-5181,,-6,,,-6
5458,,-4,,,-4
-3216,,3,,,3
-5237,,-3,,,-3
-5132,,10,,,10
-3814,,-1,,,-1
-76,,0,,,0
-5505,,-3,,,-3
1308,,-2,,,-2
3722,,-2,,,-2
-5370,,3,,,3
-1251,,0,,,0
-546,,-3,,,-3
3941,,3,,,3
4534,,-1,,,-1
3320,,-7,,,-7
-3004,,-1,,,-1
4,,4,,0,4
-3,,-3,,0,-3
0,,0,,0,0
3,,3,,0,3
0,,0,,0,0
-4,,-4,,0,-4
0,,0,,0,0
6,,6,,0,6
3,,3,,0,3
-4,,-4,,0,-4
2,,2,,0,2
3,,3,,0,3
1,,1,,0,1
4,,4,,0,4
2,,2,,0,2
1,,1,,0,1
1,,1,,0,1
-3,,-3,,0,-3
-1,,-1,,0,-1
3,,3,,0,3
-5,,-5,,0,-5
0,,0,,0,0
8,,8,,0,8
8,,8,,0,8
6,,7,,-1,7
-6,,-6,,0,-6
-2,,-2,,0,-2
-9,,-9,,0,-9
-2,,-2,,0,-2
2,,2,,0,2
2,,2,,0,2
0,,0,,0,0
-2,,-2,,0,-2
-4,,-4,,0,-4
-1,,-1,,0,-1
-2,,-2,,0,-2
-4,,-4,,0,-4
-3,,-3,,0,-3
-3,,-3,,0,-3
1,,1,,0,1
-5,,-5,,0,-5
0,,0,,0,0
5,,5,,0,5
9,,9,,0,9
0,,0,,0,0
-3,,-3,,0,-3
2,,2,,0,2
0,,0,,0,0
3,,3,,0,3
8,,8,,0,8
0,,0,,0,0
1,,1,,0,1
-3,,-3,,0,-3
6,,6,,0,6
-6,,-6,,0,-6
1,,1,,0,1
5,,5,,0,5
-5,,-5,,0,-5
3,,3,,0,3
-6,,-6,,0,-6
-5,,-5,,0,-5
8,,8,,0,8
-1,,-1,,0,-1
1,,1,,0,1
-3,,-3,,0,-3
4,,4,,0,4
5,,5,,0,5
-1,,-1,,0,-1
2,,2,,0,2
-10,,-10,,0,-10
-1,,-1,,0,-1
-1,,-1,,0,-1
7,,7,,0,7
5,,5,,0,5
0,,0,,0,0
3,,3,,0,3
-2,,-2,,0,-2
9,,9,,0,9
1,,1,,0,1
-2,,-2,,0,-2
-2,,-2,,0,-2
-4,,-4,,0,-4
-3,,-3,,0,-3
2,,2,,0,2
4,,4,,0,4
-8,,-8,,0,-8
1,,1,,0,1
-8,,-8,,0,-8
1,,1,,0,1
-2,,-2,,0,-2
1,,1,,0,1
-5,,-5,,0,-5
-1,,-1,,0,-1
-2,,-2,,0,-2
2,,2,,0,2
1,,1,,0,1
2,,2,,0,2
-6,,-6,,0,-6
-1,,-1,,0,-1
0,,0,,0,0
-1,,-1,,0,-1
3,,3,,0,3
-1,,-1,,0,-1
3,,3,,0,3
2,,2,,0,2
3,,3,,0,3
-3,,-3,,0,-3
-4,,-4,,0,-4
8,,8,,0,8
4,,4,,0,4
4,,4,,0,4
0,,0,,0,0
-5,,-5,,0,-5
0,,0,,0,0
1,,1,,0,1
0,,0,,0,0
2,,2,,0,2
2,,2,,0,2
2,,2,,0,2
-3,,-3,,0,-3
-3,,-3,,0,-3
2,,2,,0,2
1,,1,,0,1
3,,3,,0,3
-1,,-1,,0,-1
6,,6,,0,6
-4,,-4,,0,-4
3,,3,,0,3
-4733,,-2,,,-2
-4997,,2,,,2
-3937,,-2,,,-2
2698,,8,,,8
-4232,,3,,,3
-3046,,4,,,4
5721,,0,,,0
766,,-3,,,-3
42,,2,,,2
-606,,0,,,0
-4052,,3,,,3
950,,-4,,,-4
3626,,3,,,3
-5532,,2,,,2
1023,,-2,,,-2
-2403,,6,,,6
-1648,,-1,,,-1
1902,,-4,,,-4
-5191,,5,,,5
5435,,-2,,,-2
3295,,1,,,1
-5011,,3,,,3
381,,10,,,10
168,,1,,,1
3787,,3,,,3
-3283,,0,,,0
730,,-3,,,-3
-2332,,-2,,,-2
-1468,,4,,,4
4526,,-1,,,-1
4632,,-3,,,-3
-6143,,2,,,2
5508,,0,,,0
-282,,-2,,,-2
3975,,-4,,,-4
-6115,,-8,,,-8
2420,,3,,,3
2944,,-3,,,-3
-728,,0,,,0
3988,,-4,,,-4
2460,,8,,,8
-4569,,-1,,,-1
1123,,2,,,2
501,,-3,,,-3
834,,-3,,,-3
3880,,3,,,3
1671,,11,,,11
-2075,,4,,,4
-4713,,-9,,,-9
-4058,,-2,,,-2
-1396,,5,,,5
-2712,,5,,,5
-3834,,-4,,,-4
3794,,-1,,,-1
-624,,3,,,3
2652,,0,,,0
2224,,-8,,,-8
-5921,,-1,,,-1
-3670,,-3,,,-3
2296,,0,,,0
3577,,-7,,,-7
-2017,,-5,,,-5
-5449,,-1,,,-1
2970,,1,,,1
789,,-1,,,-1
-2657,,1,,,1
1812,,6,,,6
-965,,1,,,1
-3486,,1,,,1
628,,3,,,3
-77,,9,,,9
1663,,1,,,1
4107,,0,,,0
-6098,,2,,,2
3559,,2,,,2
-5132,,6,,,6
-5190,,-3,,,-3
-4728,,2,,,2
-1374,,0,,,0
-1589,,-2,,,-2
-3575,,-1,,,-1
1919,,-2,,,-2
-3235,,-1,,,-1
3253,,6,,,6
-5034,,3,,,3
5617,,-9,,,-9
-1827,,-4,,,-4
4957,,8,,,8
-5633,,3,,,3
3731,,7,,,7
2075,,-4,,,-4
1458,,5,,,5
1854,,7,,,7
556,,-3,,,-3
-4468,,-3,,,-3
2538,,2,,,2
-3446,,-3,,,-3
2757,,-5,,,-5
5616,,-9,,,-9
-2496,,-2,,,-2
577,,6,,,6
-4585,,-5,,,-5
-5310,,-3,,,-3
-913,,1,,,1
-1020,,2,,,2
-4670,,1,,,1
-509,,-3,,,-3
-3320,,1,,,1
-4962,,-5,,,-5
-3461,,0,,,0
-2373,,9,,,9
5585,,-2,,,-2
1537,,1,,,1
4523,,-4,,,-4
-2541,,4,,,4
2530,,2,,,2
-3018,,-1,,,-1
-1848,,-1,,,-1
-583,,3,,,3
-2623,,-3,,,-3
4008,,7,,,7
-2798,,0,,,0
2270,,0,,,0
-1913,,-8,,,-8
-4641,,-4,,,-4
4894,,-2,,,-2
-5414,,1,,,1
-3399,,5,,,5
1,,1,,0,1
-9,,-9,,0,-9
-3,,-3,,0,-3
-6,,-6,,0,-6
-5,,-5,,0,-5
-1,,-1,,0,-1
-4,,-4,,0,-4
5,,5,,0,5
0,,0,,0,0
3,,3,,0,3
4,,4,,0,4
1,,1,,0,1
-8,,-8,,0,-8
-5,,-5,,0,-5
3,,3,,0,3
-5,,-5,,0,-5
-3,,-3,,0,-3
-2,,-2,,0,-2
1,,1,,0,1
5,,5,,0,5
2,,2,,0,2
-2,,-2,,0,-2
4,,4,,0,4
3,,3,,0,3
-1,,-1,,0,-1
-3,,-3,,0,-3
-2,,-2,,0,-2
-1,,-1,,0,-1
0,,0,,0,0
2,,2,,0,2
6,,6,,0,6
-2,,-2,,0,-2
-1,,-1,,0,-1
-6,,-6,,0,-6
3,,3,,0,3
1,,1,,0,1
0,,0,,0,0
-5,,-5,,0,-5
2,,2,,0,2
4,,4,,0,4
7,,7,,0,7
-5,,-5,,0,-5
6,,6,,0,6
-3,,-3,,0,-3
-10,,-10,,0,-10
2,,2,,0,2
-5,,-5,,0,-5
1,,1,,0,1
0,,0,,0,0
1,,1,,0,1
-3,,-3,,0,-3
0,,0,,0,0
-6,,-6,,0,-6
-6,,-6,,0,-6
-6,,-6,,0,-6
-6,,-6,,0,-6
2,,2,,0,2
-4,,-4,,0,-4
-2,,-2,,0,-2
-5,,-5,,0,-5
2,,2,,0,2
-3,,-3,,0,-3
3,,3,,0,3
2,,2,,0,2
0,,0,,0,0
1,,1,,0,1
-1,,-1,,0,-1
2,,2,,0,2
0,,0,,0,0
1,,1,,0,1
0,,0,,0,0
6,,6,,0,6
3,,3,,0,3
-6,,-6,,0,-6
-4,,-4,,0,-4
-2,,-2,,0,-2
3,,3,,0,3
-7,,-7,,0,-7
0,,0,,0,0
0,,0,,0,0
2,,2,,0,2
-8,,-8,,0,-8
-5,,-5,,0,-5
5,,5,,0,5
1,,1,,0,1
0,,0,,0,0
-5,,-5,,0,-5
-2,,-2,,0,-2
1,,1,,0,1
-2,,-2,,0,-2
8,,8,,0,8
3,,3,,0,3
-6,,-6,,0,-6
10,,10,,0,10
-1,,-1,,0,-1
-1,,-1,,0,-1
-5,,-5,,0,-5
-5,,-5,,0,-5
-6,,-6,,0,-6
2,,2,,0,2
7,,7,,0,7
1,,1,,0,1
1,,1,,0,1
2,,2,,0,2
3,,3,,0,3
1,,1,,0,1
0,,0,,0,0
0,,0,,0,0
-2,,-2,,0,-2
1,,1,,0,1
6,,6,,0,6
-4,,-4,,0,-4
-4,,-4,,0,-4
5,,5,,0,5
-7,,-7,,0,-7
-9,,-9,,0,-9
4,,4,,0,4
-2,,-2,,0,-2
1,,1,,0,1
-4,,-4,,0,-4
0,,0,,0,0
-2,,-2,,0,-2
1,,1,,0,1
-2,,-2,,0,-2
6,,6,,0,6
5,,5,,0,5
-7,,-7,,0,-7
-7,,-7,,0,-7
